scenario,date,month,total_cost,planned_cost,up_cost,emergency_cost,purchase_kwh,emergency_kwh,charge_kwh,discharge_kwh,initial_soc,final_soc,load_kwh
4-3,2025-09-17,9,41389.9347905408,39740.3605405015,1649.5742500393,0.0000000000,62363.3378946767,0.0000000000,19895.2765404735,17970.2150489210,1442.9914316498,1375.0381298184,120924.7950000000
4-3,2025-09-18,9,44109.1934480706,35448.6403969903,7159.8187385175,1500.7343125627,62631.8787256620,299.6644893037,20806.1962544744,18423.6761839059,1375.0381298184,1693.2691408855,120804.1163666667
4-3,2025-09-19,9,15510.2047505669,12987.0755616858,2523.1291888812,0.0000000000,31713.2123230335,0.0000000000,18478.5509695634,16625.6187741994,1693.2691408855,1698.6208725099,75287.1264666667
4-3,2025-09-20,9,14712.8901900163,13011.1900413295,1019.9194687917,681.7806798950,31589.8976691437,227.3369079646,18308.9237590589,16386.3028023325,1698.6208725099,1795.3112864858,75330.7276333333
4-3,2025-09-21,9,42480.9907137064,41049.5438662359,1347.3757409706,84.0711064999,64043.5228070866,19.9385999051,17920.8697061304,16337.9345512969,1795.3112864858,1574.8459149446,120862.2829833333
4-3,2025-09-22,9,42939.0311493492,41340.5267640753,1470.4906900906,128.0136951833,62798.9337998521,19.5559000000,19532.3462675888,17430.2598135807,1574.8459149446,1731.7495176065,121218.0417333333
4-3,2025-09-23,9,43932.0540421143,41845.1438456617,2020.6375551026,66.2726413500,66024.7152250552,10.2343666667,21077.3692672099,18538.8623999992,1731.7495176065,2185.8209041007,121182.2813333333
4-3,2025-09-24,9,45771.7366932204,36517.4589589460,8261.3898504489,992.8878838255,62822.7014543264,197.5281916369,19682.1643119301,17832.5248246091,2185.8209041007,2060.8298305615,121014.1934166667
4-3,2025-09-25,9,42880.3545125439,40579.5855249270,2276.8204398052,23.9485478118,64201.6469735517,3.4645277124,19861.7668521740,18183.2898089767,2060.8298305615,1736.4859292275,120546.3471500000
4-3,2025-09-26,9,15161.3161116107,15161.3161116107,0.0000000000,0.0000000000,33791.8492174585,0.0000000000,15125.8145138634,12753.9987498148,1736.4859292275,2642.1984198215,74194.3537166667
4-3,2025-09-27,9,17277.4499261245,11942.1805422197,3945.4132213627,1389.8561625422,31272.3490605557,317.0753187798,16143.1223092847,15668.6400846267,2642.1984198215,1440.7120980820,75945.7717500000
4-3,2025-09-28,9,46236.3612151585,42046.8212341736,4189.5399809849,0.0000000000,68199.4055917649,0.0000000000,21042.9088510997,17839.6531817511,1440.7120980820,2599.1226935851,120389.6195833333
4-3,2025-09-29,9,44470.8650262046,41999.7903712553,736.7845499667,1734.2901049826,63765.2247846799,346.3282060161,19285.8646384075,18157.8805009707,2599.1226935851,1755.2137430964,121111.4148000000
4-3,2025-09-30,9,47351.4713998839,42825.9180359410,4525.5533639429,0.0000000000,69264.6322531888,0.0000000000,21026.8463622569,18633.7289308173,1755.2137430964,2061.3567897915,120916.4550666667
4-3,2025-10-01,10,37392.5157174365,37271.6712067346,120.8445107019,0.0000000000,58545.4723324024,0.0000000000,20520.3923699222,16649.7292355986,2061.3567897915,3978.3546973846,117218.4547166667
4-3,2025-10-02,10,36372.8862161666,36110.8695596065,262.0166565602,0.0000000000,58074.5373885397,0.0000000000,18232.7553844252,17409.4950969745,3978.3546973846,2924.2460680383,117231.7097833333
4-3,2025-10-03,10,12443.9474248275,11087.0944809431,1356.8529438844,0.0000000000,28876.1011604543,0.0000000000,16478.0390197436,14452.9421098081,2924.2460680383,3321.9478181761,71524.1911333333
4-3,2025-10-04,10,13159.3659443675,13159.3659443675,0.0000000000,0.0000000000,30804.4446800159,0.0000000000,15670.6761539119,14121.1306233404,3321.9478181761,3303.4779190477,72397.4148333333
4-3,2025-10-05,10,37558.1297871964,36216.9303144402,1341.1994727561,0.0000000000,58258.5843028664,0.0000000000,18032.4455866979,16687.0185661698,3303.4779190477,2820.8958612815,117604.4209000000
4-3,2025-10-06,10,40405.1370014773,35215.7921962795,5189.3448051977,0.0000000000,59972.3068080829,0.0000000000,20327.9652827022,18234.3452968904,2820.8958612815,2885.0094149475,117896.1361333333
4-3,2025-10-07,10,39829.9371967481,36696.2861646274,3133.6510321207,0.0000000000,61501.7383197756,0.0000000000,21886.7890428801,19218.6886369274,2885.0094149475,3390.3640497870,117357.1786333333
4-3,2025-10-08,10,39080.1562433871,32628.1676715404,4364.9310612421,2087.0575106047,56643.1219408826,360.2395033876,21181.5581600370,20842.7123580032,3390.3640497870,1514.8066138900,117391.0623500000
4-3,2025-10-09,10,41458.8457442990,40526.2927000019,875.1713202412,57.3817240559,65142.7222540191,15.7059597799,18975.1516135996,17196.3181969218,1514.8066138900,1389.7050705972,117432.9897333334
4-3,2025-10-10,10,12694.9499223069,12188.9929755021,505.9569468049,0.0000000000,30769.7733366410,0.0000000000,17781.6733028885,15699.6106363781,1389.7050705972,1710.0388815182,72371.5301166667
4-3,2025-10-11,10,14376.5939947894,11373.8294371332,1400.7707928471,1601.9937648091,30331.8544613327,298.5756254997,18867.4755371933,17073.3889724634,1710.0388815182,1612.3656230347,71790.9647500000
4-3,2025-10-12,10,40482.6237516202,34562.2456247238,5325.2483650663,595.1297618301,61502.0399398667,102.9963934527,21727.5080569543,19746.4208040201,1612.3656230347,1410.3344993129,117709.3841833333
4-3,2025-10-13,10,40827.3703900673,39227.2910932119,1600.0792968554,0.0000000000,64463.6184750720,0.0000000000,23293.0439926601,20847.1393555554,1410.3344993129,1533.2419417421,117677.7538333333
4-3,2025-10-14,10,42670.1466995372,37316.7207106504,3408.7575760017,1944.6684128851,62912.3130164538,341.4620077974,22437.4778283406,20509.8711098473,1533.2419417421,1200.0000000000,118032.2291833333
4-3,2025-10-15,10,42854.4093603546,38150.6067426548,4703.8026176998,0.0000000000,65126.2467414407,0.0000000000,23262.1094863390,20285.4984570232,1200.0000000000,1885.5818817707,117342.4807666667
4-3,2025-10-16,10,44813.4894534267,37185.1123504668,7628.3771029598,0.0000000000,65323.4597318115,0.0000000000,22160.7663782935,19951.3867107190,1885.5818817707,1878.5226552948,117733.2763333333
4-3,2025-10-17,10,12961.6365671198,11953.5618346226,1008.0747324972,0.0000000000,30754.4841709165,0.0000000000,16321.4265222790,15205.1619241421,1878.5226552948,1334.7394400204,71943.1725333333
4-3,2025-10-18,10,13340.0625435023,12782.7233709073,557.3391725950,0.0000000000,31923.5909876035,0.0000000000,18297.3712647300,16024.8813159446,1334.7394400204,1801.4418930121,71656.7014500000
4-3,2025-10-19,10,46357.3296435394,38098.7231213833,7555.9339203384,702.6726018176,65798.6060133112,127.1816475524,21843.6545617980,19992.0338861306,1801.4418930121,1450.6980976947,117991.2473833333
4-3,2025-10-20,10,44505.8953075908,40472.7561114015,4033.1391961893,0.0000000000,67859.2695080872,0.0000000000,21812.3315111614,19481.4460266035,1450.6980976947,1608.4455079731,117903.3186500000
4-3,2025-10-21,10,46505.3162684885,41635.1387654142,4870.1775030743,0.0000000000,69668.7095822156,0.0000000000,23569.7101254471,21154.9785900987,1608.4455079731,1669.3304449402,117800.8489833333
4-3,2025-10-22,10,45664.3412202109,41999.3269201911,3665.0143000198,0.0000000000,68224.5755013310,0.0000000000,25304.3905941317,22980.7730414881,1669.3304449402,1451.3214347736,117671.9865333333
4-3,2025-10-23,10,49081.5850084337,46752.9601980664,2328.6248103673,0.0000000000,75195.5290987110,0.0000000000,20911.2438432876,18801.6190225678,1451.3214347736,1470.8226070079,117212.0155166667
4-3,2025-10-24,10,14250.2289759951,12740.4555989069,1509.7733770882,0.0000000000,32826.5636997080,0.0000000000,18171.9156794461,15874.3445186400,1470.8226070079,1977.1871586435,72135.5185333333
4-3,2025-10-25,10,13509.7895998766,12577.0240106096,932.7655892670,0.0000000000,31304.4219416851,0.0000000000,19176.7521717932,17795.3076034586,1977.1871586435,1411.9504247971,72042.7870000000
4-3,2025-10-26,10,44191.8160082749,42052.8094462232,2139.0065620517,0.0000000000,67355.5989639989,0.0000000000,22298.1415187643,19870.4874556884,1411.9504247971,1620.4920019556,117422.3443500000
4-3,2025-10-27,10,45739.3540557191,40220.2367677772,5519.1172879419,0.0000000000,68386.0046321292,0.0000000000,21741.3266957081,19614.4483677987,1620.4920019556,1570.6815522951,117790.5643166667
4-3,2025-10-28,10,47533.6969929514,39353.4741222447,8180.2228707068,0.0000000000,68588.0910197143,0.0000000000,20530.6764474950,18424.4076460138,1570.6815522951,1626.7604954377,117514.1448000000
4-3,2025-10-29,10,50365.3775111280,41457.0910865263,8908.2864246017,0.0000000000,72157.8395979295,0.0000000000,22515.7340081400,20187.2222694886,1626.7604954377,1707.8606244223,117721.6145166667
4-3,2025-10-30,10,46907.9132902537,38609.5348475464,8222.0384512092,76.3399914981,66642.5624629514,34.3357689844,22077.4063430908,20313.4311945869,1707.8606244223,1240.0907303838,116916.0705666667
4-3,2025-10-31,10,14630.1651927743,14572.5077861343,57.6574066400,0.0000000000,34330.4270583909,0.0000000000,17248.7763722661,14770.1679604472,1240.0907303838,2034.5927271419,71748.9890333333
4-3,2025-11-01,11,13518.4482886369,12737.6989987431,780.7492898939,0.0000000000,31821.8733694701,0.0000000000,16195.5926424904,15006.2260796686,2034.5927271419,1581.1298040449,71974.2094833333
4-3,2025-11-02,11,49906.7946584151,41032.6684225076,8857.5812035612,16.5450323463,71510.5342887273,7.0135787818,23056.6209181374,20902.3179592795,1581.1298040449,1421.5832691087,117843.2363166667
4-3,2025-11-03,11,48841.0806527466,48028.0919364015,812.9887163450,0.0000000000,73698.3217105244,0.0000000000,23310.2232472979,20675.9876561494,1421.5832691087,1741.1981153295,117808.9150333334
4-3,2025-11-04,11,48372.3744181716,42349.3961404558,5862.7181988908,160.2600788250,69690.1542195234,33.5995500000,20326.4655172835,18743.4297833663,1741.1981153295,1267.2667003514,117396.6107333333
4-3,2025-11-05,11,52328.2675485429,51929.3836488240,398.8838997189,0.0000000000,77560.4237970524,0.0000000000,22137.2257182694,19258.1044836615,1267.2667003514,1968.6584758241,117764.4076166667
4-3,2025-11-06,11,51959.2268453488,45859.5258359006,6099.7010094482,0.0000000000,73730.6926800895,0.0000000000,21733.0905470634,20120.4842138165,1968.6584758241,1377.6259124685,117713.0941333333
4-3,2025-11-07,11,14671.4743568037,13386.1174953740,1147.4156712838,137.9411901458,33769.1330310088,26.5757037175,18336.7918293384,15748.6740696262,1377.6259124685,2172.8739982403,72212.3786666667
4-3,2025-11-08,11,13855.3318482963,13558.3007086363,297.0311396600,0.0000000000,32611.0810795247,0.0000000000,17904.7940823853,16375.7465126825,2172.8739982403,1897.3006440209,72034.8668166667
4-3,2025-11-09,11,51107.0156805397,46108.7634510565,4998.2522294832,0.0000000000,73495.2173990385,0.0000000000,21268.2913109418,19306.2008875967,1897.3006440209,1723.6507989276,117877.6701666667
4-3,2025-11-10,11,55328.7988777266,50418.2077678386,4910.5911098879,0.0000000000,77739.1985702578,0.0000000000,22151.1136898663,20125.1333117627,1723.6507989276,1524.2892298227,118420.1027666667
4-3,2025-11-11,11,51075.6996843046,50663.3188228044,412.3808615001,0.0000000000,75302.3988974135,0.0000000000,20704.3756587120,18495.8031344538,1524.2892298227,1669.8962608213,117957.8674500000
4-3,2025-11-12,11,52061.0826696127,47578.0667540010,4483.0159156117,0.0000000000,75090.5516724284,0.0000000000,21467.8939627302,19280.1675954837,1669.8962608213,1713.0476170827,117416.7138333333
4-3,2025-11-13,11,54836.3062779032,45586.4620420584,9239.7181847115,10.1260511333,74567.3663190423,2.0105333333,21913.4226293292,19890.1610299998,1713.0476170827,1535.8750412095,117780.1072666667
4-3,2025-11-14,11,14516.8368919920,14284.8901578472,231.9467341449,0.0000000000,34054.0859622195,0.0000000000,19310.9838357578,17077.9236996464,1535.8750412095,1854.1706759657,71737.8931000000
4-3,2025-11-15,11,14403.9958780647,14179.7634961642,189.7971050066,34.4352768939,33900.6911419664,10.8184972962,18490.8376010691,17153.6343320212,1854.1706759657,1314.6012621150,72466.9768166667
4-3,2025-11-16,11,54704.5789327884,50616.0202186650,4088.5587141234,0.0000000000,77815.6201279933,0.0000000000,24423.5575973113,21729.6963268835,1314.6012621150,1579.7113480768,118360.2702333333
4-3,2025-11-17,11,53669.5062981965,47343.5474476864,6325.9588505101,0.0000000000,76084.3422177011,0.0000000000,23865.3654771045,21265.7931073358,1579.7113480768,1804.2708217136,117269.7106500000
4-3,2025-11-18,11,56248.9394416380,47886.6984880194,8362.2409536186,0.0000000000,76850.6444867700,0.0000000000,21762.1560770557,19966.6746504071,1804.2708217136,1402.9417566406,117783.6865000000
4-3,2025-11-19,11,57825.4362894476,51464.3704091029,6361.0658803447,0.0000000000,79652.2009350480,0.0000000000,23025.2155025414,20854.5380579827,1402.9417566406,1263.9658666188,118179.7013500000
4-3,2025-11-20,11,53758.2053124700,50412.9361340696,3345.2691784004,0.0000000000,77399.7875643961,0.0000000000,23387.0512248983,20988.7090636749,1263.9658666188,1326.8288250540,117846.4572333333
4-3,2025-11-21,11,15394.3438544716,14405.1844159238,989.1594385479,0.0000000000,34595.6751453734,0.0000000000,17446.9296403441,15299.5285555325,1326.8288250540,1751.3204563547,71999.1771000000
4-3,2025-11-22,11,15662.5824628952,15662.5824628952,0.0000000000,0.0000000000,36731.0496248322,0.0000000000,20723.9855221089,18636.2844906244,1751.3204563547,1767.4506858054,72549.9101333333
4-3,2025-11-23,11,57016.2006294180,48111.4257246206,8033.0661346668,871.7087701305,77043.9583809486,175.3030551245,22177.5185926024,20368.7872241553,1767.4506858054,1336.3052322555,117782.6922000000
4-3,2025-11-24,11,54499.7335994269,50020.9225306366,3223.0548501005,1255.7562186898,76146.5677836832,318.0233796293,21942.8737325988,19877.8968566166,1336.3052322555,1200.0000000000,117975.6878166667
4-3,2025-11-25,11,60841.6068403006,60808.5278473152,33.0789929854,0.0000000000,87423.3347794242,0.0000000000,21614.2467773543,19117.1580998666,1200.0000000000,1553.8209225797,117682.3922166667
4-3,2025-11-26,11,56701.2717290633,55078.6614131586,1444.8761270714,177.7341888333,81220.1044191748,32.9931666667,23384.7730598549,20672.5165160693,1553.8209225797,1947.8188337564,117686.4367333333
4-3,2025-11-27,11,55977.7569211810,51485.9193864738,4283.8813933389,207.9561413682,77460.8874241241,83.6032458336,21662.5947557093,20118.7132197231,1947.8188337564,1291.7748822462,117198.1416500000
4-3,2025-11-28,11,14968.1352285849,14273.9991537578,599.8169618687,94.3191129584,35110.0373354345,18.8205353604,18948.8700809400,16753.8219042816,1291.7748822462,1608.1725348466,72239.0212833333
4-3,2025-11-29,11,18330.1907524428,18330.1907524428,0.0000000000,0.0000000000,44197.9163802816,0.0000000000,19248.4218143507,17246.5066632336,1608.1725348466,1689.4145782560,72156.1998833333
4-3,2025-11-30,11,60591.5356107218,52082.5350905466,8509.0005201752,0.0000000000,82629.8049770131,0.0000000000,23682.1863701287,21628.9703158766,1689.4145782560,1357.3727014695,118008.8344333333
4-3,2025-12-01,12,80681.0853114486,62437.9593290849,4257.6786404949,13985.4473418688,86756.3588669501,2132.6604984227,24926.1962498312,22415.8447021217,1357.3727014695,1376.0637891726,125291.3916333333
4-3,2025-12-02,12,75084.2959586293,68344.8238432902,2875.1999953940,3864.2721199452,92729.8697882132,547.6766994873,25792.3889354843,22871.8844800935,1376.0637891726,1735.7892766388,125400.6236000000
4-3,2025-12-03,12,71849.0760663358,60803.8749355248,11045.2011308110,0.0000000000,90687.5694939503,0.0000000000,26722.8262651651,23926.2776832256,1735.7892766388,1866.7770948900,124622.9311333333
4-3,2025-12-04,12,75539.0099778260,69463.5768594457,1779.9775852817,4295.4555330986,93336.7531809953,626.2966724275,25126.0243006485,22508.4390595344,1866.7770948900,1977.4386942509,125336.2509500000
4-3,2025-12-05,12,21873.0980187666,17221.2924574648,3457.6800919204,1194.1254693815,43120.2488343713,242.7404177395,21212.7007269130,19371.1386279648,1977.4386942509,1682.6006020046,78868.0710833333
4-3,2025-12-06,12,22292.6024569460,19438.4820082241,2202.4781974708,651.6422512511,45467.0798232367,131.5197560231,23051.3519762250,21197.2265172389,1682.6006020046,1207.1945950019,79470.8211500000
4-3,2025-12-07,12,71706.0590521214,71517.7067280094,188.3523241120,0.0000000000,95357.0076421704,0.0000000000,27556.3315584239,24443.8932507885,1207.1945950019,1583.3002485179,125067.4629166667
4-3,2025-12-08,12,74060.6896782635,74060.6896782635,0.0000000000,0.0000000000,97667.4435847705,0.0000000000,23165.0626903060,20468.9026331688,1583.3002485179,1983.4904794272,124410.3539333333
4-3,2025-12-09,12,69027.2106780930,64442.0577317505,3535.5929581503,1049.5599881921,90494.0869567345,164.7012276364,26111.2850320568,24030.5589816687,1983.4904794272,1424.3972036126,124694.6810833333
4-3,2025-12-10,12,70373.4699812541,64111.0807946454,6262.3891866087,0.0000000000,91199.4327180251,0.0000000000,24779.9791614010,22414.5629704704,1424.3972036126,1305.7256454216,124378.7645166667
4-3,2025-12-11,12,68298.9072111463,67743.1515272499,78.0838622358,477.6718216607,92657.4028758923,130.1065706557,22768.2049114739,20365.9684230128,1305.7256454216,1437.9257142658,123787.7989666667
4-3,2025-12-12,12,22094.0133243229,21138.8588538392,955.1544704837,0.0000000000,47512.3527379548,0.0000000000,19549.7457109116,17745.1219295172,1437.9257142658,1279.4420664502,78661.7036833333
4-3,2025-12-13,12,21530.2564118851,21287.0074341033,131.8506630207,111.3983147611,46928.7843667094,37.9405409624,22596.8268758500,20263.6720940016,1279.4420664502,1356.8884538952,78840.1575500000
4-3,2025-12-14,12,76997.0926894674,58452.6587985726,14665.3879321927,3879.0459587022,91256.8090206103,597.6867943207,24728.8908289435,22184.8161138242,1356.8884538952,1431.9246987319,124522.5858500000
4-3,2025-12-15,12,71518.3177275803,67318.5597794096,4187.1879212444,12.5700269263,92825.2564301061,2.4073593654,26394.4705800706,23675.0005989503,1431.9246987319,1516.2762660860,124305.2254833333
4-3,2025-12-16,12,71793.2340339049,70387.9768067084,143.7107511157,1261.5464760807,93643.0247234348,246.0325968949,24796.5382775955,22616.9304610415,1516.2762660860,1200.0000000000,124646.9433833333
4-3,2025-12-17,12,70365.9164049854,67846.8544853594,2519.0619196260,0.0000000000,92361.1551033740,0.0000000000,23651.6763032112,21093.1648998780,1200.0000000000,1403.8022313762,124466.5546500000
4-3,2025-12-18,12,70283.6447976601,62395.3083005088,7888.3364971513,0.0000000000,90307.2459547391,0.0000000000,24150.3266089978,21617.7855955881,1403.8022313762,1527.6669107179,124315.3592666667
4-3,2025-12-19,12,21985.4717121187,18794.8990529653,3190.5726591534,0.0000000000,45367.5540241497,0.0000000000,20386.6114666407,18546.8607290110,1527.6669107179,1317.9969297631,78593.3254333333
4-3,2025-12-20,12,21135.9216464193,21135.9216464193,0.0000000000,0.0000000000,46151.2611098765,0.0000000000,20018.5684100782,18039.0750282963,1317.9969297631,1294.4237739250,78668.5201166667
4-3,2025-12-21,12,71724.0213052594,66683.3813298097,3563.6837520341,1476.9562234157,92791.8836370590,219.2214649362,25904.0730187259,23138.6197259642,1294.4237739250,1478.9384494220,124376.4409666667
4-3,2025-12-22,12,70563.2290302157,68159.5166421969,2125.7242069077,277.9881811112,91752.4668479127,59.0743704904,26130.6087500480,23550.1563413888,1478.9384494220,1444.5661078696,124718.4538166667
4-3,2025-12-23,12,69551.9909305999,62949.2110706451,6559.1648992108,43.6149607439,90291.9812774579,6.0580541349,24535.5415774964,22006.7948793797,1444.5661078696,1523.8260047409,123956.6545666666
4-3,2025-12-24,12,68893.7241281896,66798.8677252650,2094.8564029245,0.0000000000,90732.2504326343,0.0000000000,24344.4182918684,22025.9230453828,1523.8260047409,1401.6075753245,123954.3712833333
4-3,2025-12-25,12,69562.7380380830,64781.8822899384,4372.9120229731,407.9437251715,90835.4995837603,69.7908368809,24098.8056868480,21662.3815950416,1401.6075753245,1429.5869053878,123789.8579000000
4-3,2025-12-26,12,22402.8808777469,18608.8290001024,3794.0518776444,0.0000000000,45474.8172340879,0.0000000000,20598.9777810270,18286.7229870755,1429.5869053878,1695.5945565896,78270.3076500000
4-3,2025-12-27,12,21914.3656786030,18180.6942939770,3733.6713846260,0.0000000000,45634.5975943531,0.0000000000,21859.6665496697,19766.5551485135,1695.5945565896,1597.7165250047,78409.1839333333
4-3,2025-12-28,12,67413.9060348631,65259.3937755204,2034.2936483794,120.2186109633,90020.0708368382,15.9293243624,25352.8326173231,22677.6473521904,1597.7165250047,1745.1861849933,123511.2697500000
4-3,2025-12-29,12,67515.6558748774,65890.7966173029,1624.8592575745,0.0000000000,90347.5371106821,0.0000000000,23285.5106667358,21341.9595473045,1745.1861849933,1339.3606075499,123677.3063833333
4-3,2025-12-30,12,66038.4727667534,64527.5282108071,1177.6978720847,333.2466838616,89320.9549554268,57.8947862514,23856.8310937986,21468.5386941620,1339.3606075499,1342.1110409791,123526.5090500000
4-3,2025-12-31,12,69313.2349425244,67761.7095966064,1072.4867286965,479.0386172215,91807.2811394501,170.5289391329,24929.6673590526,22571.5189941928,1342.1110409791,1200.0000000000,123791.7050833333
